0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e-01  	5.87785252290000e-01    -1.00000000000000e+01	 0.00000000000000e+00	0.00000000000000e+00		1.00498756211209e+01
2.64000000000000e+00    	-2.62689796392720e+00 	 -8.09129662182544e-01   5.87784407631343e-01 	-1.00008192292064e+01	 -2.21453025398981e-02	-2.77189090481848e-05		1.00507151820384e+01
2.67000000000000e+00    	-2.65674901356630e+00 	 -8.09188324986329e-01   5.87784324414071e-01 	-9.99858039680447e+00	 -1.66313272026628e-02	-2.77568322387261e-05		1.00484768275186e+01
2.70000000000000e+00    	-2.68660002986889e+00 	 -8.09226186761136e-01   5.87784242986119e-01 	-9.99639761248147e+00	 -8.34018744999497e-03	-2.67264019804416e-05		1.00462945799069e+01
2.73000000000000e+00    	-2.71645100802594e+00 	 -8.09236377274206e-01   5.87784164270337e-01 	-9.99458987839169e+00	 1.70232347768925e-03	-2.62239550427286e-05		1.00444925076304e+01
2.76000000000000e+00    	-2.74630193629290e+00 	 -8.09215609743162e-01   5.87784084210340e-01 	-9.99344326581108e+00	 1.21470503241962e-02	-2.78287446449779e-05		1.00433587936801e+01
2.79000000000000e+00    	-2.77615280788130e+00 	 -8.09164899120210e-01   5.87783995228853e-01 	-9.99316755679093e+00	 2.14993441587354e-02	-3.21866817357041e-05		1.00431001210251e+01
2.82000000000000e+00    	-2.80600363490895e+00 	 -8.09089689824254e-01   5.87783889918076e-01 	-9.99386027680542e+00	 2.83300191736675e-02	-3.85159852096554e-05		1.00438063414116e+01
2.85000000000000e+00    	-2.83585445536191e+00 	 -8.08999334574269e-01   5.87783765105342e-01 	-9.99548396033250e+00	 3.14898572217918e-02	-4.48790930587325e-05		1.00454313602944e+01
2.88000000000000e+00    	-2.86570532653307e+00 	 -8.08905962128939e-01   5.87783623974381e-01 	-9.99786151846332e+00	 3.02957098085501e-02	-4.91611172895857e-05		1.00477934281522e+01
2.91000000000000e+00    	-2.89555630529250e+00 	 -8.08822867842667e-01   5.87783474762224e-01 	-1.00006924955518e+01	 2.46587023673302e-02	-5.02743061462427e-05		1.00505949298892e+01
2.94000000000000e+00    	-2.92540742333037e+00 	 -8.08762640650809e-01   5.87783326362983e-01 	-1.00035898313917e+01	 1.51322084991560e-02	-4.89166080526445e-05		1.00534590316394e+01
2.97000000000000e+00    	-2.95525866972588e+00 	 -8.08735289694515e-01   5.87783183005744e-01 	-1.00061329704206e+01	 2.86815725586573e-03	-4.73905837684615e-05		1.00559785824309e+01
3.00000000000000e+00    	-2.98510999093663e+00 	 -8.08746645015670e-01   5.87783040965578e-01 	-1.00079296706556e+01	 -1.05167303697761e-02	-4.84752983899188e-05		1.00577714677137e+01
3.03000000000000e+00    	-3.01496131010876e+00 	 -8.08797277929647e-01   5.87782889438232e-01 	-1.00086766657666e+01	 -2.31499185648586e-02	-5.38904113359385e-05		1.00585359034749e+01
3.06000000000000e+00    	-3.04481255747194e+00 	 -8.08882122272852e-01   5.87782715560589e-01 	-1.00082091343658e+01	 -3.31608068758943e-02	-6.31891470500778e-05		1.00580987129928e+01
3.09000000000000e+00    	-3.07466369698927e+00 	 -8.08990886685224e-01   5.87782511179123e-01 	-1.00065308335466e+01	 -3.89525419318696e-02	-7.37666646760533e-05		1.00564495041085e+01
3.12000000000000e+00    	-3.10451473541088e+00 	 -8.09109241934807e-01   5.87782277690687e-01 	-1.00038201937934e+01	 -3.94494038710476e-02	-8.21090410643002e-05		1.00537542605713e+01
3.15000000000000e+00    	-3.13436570863120e+00 	 -8.09220658499726e-01   5.87782025955991e-01 	-1.00004116544364e+01	 -3.42826432216408e-02	-8.57102884136391e-05		1.00503437038322e+01
3.18000000000000e+00    	-3.16421665264849e+00 	 -8.09308670843744e-01   5.87781770757210e-01 	-9.99675504354392e+00	 -2.38842236775499e-02	-8.46338059269307e-05		1.00466751646465e+01
3.21000000000000e+00    	-3.19406757583305e+00 	 -8.09359268733812e-01   5.87781522341142e-01 	-9.99335827917318e+00	 -9.46923383053294e-03	-8.17782726945299e-05		1.00432713479720e+01
3.24000000000000e+00    	-3.22391844988751e+00 	 -8.09363075002886e-01   5.87781279570604e-01 	-9.99072008669046e+00	 7.09732550000650e-03	-8.15434770128854e-05		1.00406443134531e+01
3.27000000000000e+00    	-3.25376922737694e+00 	 -8.09316974201127e-01   5.87781028818177e-01 	-9.98926023322969e+00	 2.35368373002606e-02	-8.74800717914941e-05		1.00392168019994e+01
3.30000000000000e+00    	-3.28361987832938e+00 	 -8.09224913839797e-01   5.87780749902649e-01 	-9.98925545500512e+00	 3.74675447590139e-02	-1.00163641205368e-04		1.00392543733234e+01
3.33000000000000e+00    	-3.31347042554690e+00 	 -8.09097707253637e-01   5.87780426438796e-01 	-9.99078985906209e+00	 4.67471394139850e-02	-1.16545536030627e-04		1.00408200519960e+01
3.36000000000000e+00    	-3.34332095595143e+00 	 -8.08951811425411e-01   5.87780055117762e-01 	-9.99372856481195e+00	 4.97979792973094e-02	-1.31316492707009e-04		1.00437587826035e+01
3.39000000000000e+00    	-3.37317159624571e+00 	 -8.08807211388548e-01   5.87779648459413e-01 	-9.99772178433526e+00	 4.58655197269875e-02	-1.39711341568381e-04		1.00477133986988e+01
3.42000000000000e+00    	-3.40302246047848e+00 	 -8.08684686939439e-01   5.87779228778309e-01 	-1.00022427292595e+01	 3.51684551785118e-02	-1.40291115233458e-04		1.00521687438555e+01
3.45000000000000e+00    	-3.43287359431646e+00 	 -8.08602841321026e-01   5.87778815933710e-01 	-1.00066568466775e+01	 1.89137260402763e-02	-1.36105074090039e-04		1.00565172398159e+01
3.48000000000000e+00    	-3.46272494571707e+00 	 -8.08575317710584e-01   5.87778415243116e-01 	-1.00103132015079e+01	 -8.31366883602032e-04	-1.33409185536145e-04		1.00601377277477e+01
3.51000000000000e+00    	-3.49257638032077e+00 	 -8.08608611847873e-01   5.87778012446099e-01 	-1.00126433443664e+01	 -2.13971238128980e-02	-1.38435301703122e-04		1.00624790483040e+01
3.54000000000000e+00    	-3.52242773728757e+00 	 -8.08700813238504e-01   5.87777579241657e-01 	-1.00132506323490e+01	 -3.98676209951301e-02	-1.53860841817082e-04		1.00631395536937e+01
3.57000000000000e+00    	-3.55227889919294e+00 	 -8.08841486376797e-01   5.87777087268504e-01 	-1.00119746213844e+01	 -5.34883300712305e-02	-1.76953086866597e-04		1.00619330574205e+01
3.60000000000000e+00    	-3.58212984020946e+00 	 -8.09012754630763e-01   5.87776523435493e-01 	-1.00089203025698e+01	 -6.00695610813665e-02	-2.00601096582987e-04		1.00589310573045e+01
3.63000000000000e+00    	-3.61198062627399e+00 	 -8.09191490528597e-01   5.87775898070745e-01 	-1.00044488660001e+01	 -5.83284087273782e-02	-2.16932558200780e-04		1.00544716103202e+01
3.66000000000000e+00    	-3.64183136563533e+00 	 -8.09352363496576e-01   5.87775240570144e-01 	-9.99913315338062e+00	 -4.81176457255044e-02	-2.21721122317393e-04		1.00491282794094e+01
3.69000000000000e+00    	-3.67168213583768e+00 	 -8.09471364898980e-01   5.87774583755392e-01 	-9.99368534246027e+00	 -3.05028812047469e-02	-2.17160851143163e-04		1.00436386432919e+01
3.72000000000000e+00    	-3.70153292867793e+00 	 -8.09529336514874e-01   5.87773944685325e-01 	-9.98886625757311e+00	 -7.66831736462102e-03	-2.11263142594971e-04		1.00388001254834e+01
3.75000000000000e+00    	-3.73138364788051e+00 	 -8.09514989973137e-01   5.87773312502997e-01 	-9.98538588595882e+00	 1.73451285204926e-02	-2.13877087101619e-04		1.00353491314818e+01
3.78000000000000e+00    	-3.76123416646473e+00 	 -8.09426937824760e-01   5.87772650989637e-01 	-9.98380472155692e+00	 4.10404476724090e-02	-2.31268658873990e-04		1.00338447810404e+01
3.81000000000000e+00    	-3.79108441573655e+00 	 -8.09274370745891e-01   5.87771915840139e-01 	-9.98444656279616e+00	 5.99519951164244e-02	-2.62221052342638e-04		1.00345785898467e+01
3.84000000000000e+00    	-3.82093445538976e+00 	 -8.09076202711428e-01   5.87771078191794e-01 	-9.98733512942627e+00	 7.11512554261518e-02	-2.98037685892863e-04		1.00375258693289e+01
3.87000000000000e+00    	-3.85078447921908e+00 	 -8.08858739657580e-01   5.87770141512976e-01 	-9.99216764033370e+00	 7.26959424110131e-02	-3.26808908557936e-04		1.00423452917821e+01
3.90000000000000e+00    	-3.88063474344747e+00 	 -8.08652164318688e-01   5.87769141598503e-01 	-9.99833605610094e+00	 6.39530495774099e-02	-3.39884148905513e-04		1.00484234583739e+01
3.93000000000000e+00    	-3.91048544809854e+00 	 -8.08486324202328e-01   5.87768128219066e-01 	-1.00049997471695e+01	 4.57434684415893e-02	-3.37050047955498e-04		1.00549546254257e+01
3.96000000000000e+00    	-3.94033663170863e+00 	 -8.08386424994509e-01   5.87767137315732e-01 	-1.00112027746294e+01	 2.02812480761092e-02	-3.27367523575720e-04		1.00610433072789e+01
3.99000000000000e+00    	-3.97018813773863e+00 	 -8.08369251185142e-01   5.87766168676905e-01 	-1.00160178418990e+01	 -9.08984256259825e-03	-3.24845617967196e-04		1.00658182051933e+01
4.02000000000000e+00    	-4.00003967635520e+00 	 -8.08440462722274e-01   5.87765182065288e-01 	-1.00186913061494e+01	 -3.83306807138241e-02	-3.40981566635368e-04		1.00685473056080e+01
4.05000000000000e+00    	-4.02989095523414e+00 	 -8.08593369579290e-01   5.87764115389506e-01 	-1.00187624787742e+01	 -6.32557703208063e-02	-3.78110163551955e-04		1.00687438661205e+01
4.08000000000000e+00    	-4.05974181427442e+00 	 -8.08809391443232e-01   5.87762916493485e-01 	-1.00161363789337e+01	 -8.01236047705048e-02	-4.27354508814892e-04		1.00662509374678e+01
4.11000000000000e+00    	-4.08959229321555e+00 	 -8.09060193989994e-01   5.87761571912752e-01 	-1.00110999374207e+01	 -8.61877086816884e-02	-4.72700848325987e-04		1.00612897036910e+01
4.14000000000000e+00    	-4.11944259330377e+00 	 -8.09311278718072e-01   5.87760116282162e-01 	-1.00042834144497e+01	 -8.01302331865948e-02	-4.99429154015087e-04		1.00544571081851e+01
4.17000000000000e+00    	-4.14929294975107e+00 	 -8.09526607066933e-01   5.87758615458637e-01 	-9.99657757730291e+00	 -6.23122855624835e-02	-5.02545520523458e-04		1.00466634427814e+01
4.20000000000000e+00    	-4.17914348258524e+00 	 -8.09673676870935e-01   5.87757130502748e-01 	-9.98902087535263e+00	 -3.47963547692258e-02	-4.90469492140222e-04		1.00390113594465e+01
4.23000000000000e+00    	-4.20899411113814e+00 	 -8.09728359752699e-01   5.87755681117437e-01 	-9.98267004615003e+00	 -1.12493329924972e-03	-4.81461051912999e-04		1.00326318953493e+01
