0.00000000000000e+00    	0.00000000000000e+00 	 1.00000000000000e+00  	-2.44929359830000e-16    -1.00000000000000e+01	 0.00000000000000e+00	0.00000000000000e+00		1.00498756211209e+01
1.47000000000000e+00    	-1.46270457548970e+00 	 1.00000375536482e+00   2.61247529945902e-09 	-9.99971849217418e+00	 -4.53611809574399e-03	2.45007527248362e-07		1.00495965341449e+01
1.50000000000000e+00    	-1.49255568531687e+00 	 9.99989429247018e-01   3.43168131974154e-09 	-1.00001242246485e+01	 -4.95533751773502e-03	2.92385919677857e-07		1.00500004509339e+01
1.53000000000000e+00    	-1.52240680763750e+00 	 9.99974864506248e-01   4.27812441094187e-09 	-1.00005618236228e+01	 -4.68095413884228e-03	2.60904259478531e-07		1.00504357467442e+01
1.56000000000000e+00    	-1.55225794344797e+00 	 9.99962220610745e-01   4.91893631291052e-09 	-1.00009683360289e+01	 -3.67032887323372e-03	1.60414214664778e-07		1.00508398221028e+01
1.59000000000000e+00    	-1.58210909140059e+00 	 9.99953624309018e-01   5.22218770728543e-09 	-1.00012780357173e+01	 -1.98955270873202e-03	4.71516035286791e-08		1.00511475119034e+01
1.62000000000000e+00    	-1.61196024740913e+00 	 9.99950837708472e-01   5.26729470578026e-09 	-1.00014324142748e+01	 1.84265116285471e-04	4.28462451319938e-10		1.00513009292956e+01
1.65000000000000e+00    	-1.64181140498423e+00 	 9.99954945169355e-01   5.35171409330742e-09 	-1.00013901876756e+01	 2.57794930125001e-03	7.91480711335353e-08		1.00512592411079e+01
1.68000000000000e+00    	-1.67166255639743e+00 	 9.99966110229287e-01   5.86446446462299e-09 	-1.00011356943087e+01	 4.85395084413412e-03	2.80536452221229e-07		1.00510068518937e+01
1.71000000000000e+00    	-1.70151369440890e+00 	 9.99983448206650e-01   7.07328459248613e-09 	-1.00006841422659e+01	 6.65556015745060e-03	5.27417808220628e-07		1.00505585720322e+01
1.74000000000000e+00    	-1.73136481398341e+00 	 1.00000504681101e+00   8.93711006905152e-09 	-1.00000825260239e+01	 7.65994183131973e-03	6.98612195299927e-07		1.00499606567388e+01
1.77000000000000e+00    	-1.76121591335131e+00 	 1.00002814732140e+00   1.10655926185500e-08 	-9.99940563690768e+00	 7.63146864165205e-03	6.93427172744346e-07		1.00492871055979e+01
1.80000000000000e+00    	-1.79106699402851e+00 	 1.00004947509565e+00   1.28838174763055e-08 	-9.99874734525795e+00	 6.46701955286044e-03	4.97940472394673e-07		1.00486312648363e+01
1.83000000000000e+00    	-1.82091805989943e+00 	 1.00006568364147e+00   1.39464200107036e-08 	-9.99820810665122e+00	 4.22533487989636e-03	2.12517619254306e-07		1.00480935105801e+01
1.86000000000000e+00    	-1.85076911593846e+00 	 1.00007385500274e+00   1.42409228567121e-08 	-9.99788030637871e+00	 1.13424958371625e-03	1.52318342379531e-08		1.00477665133699e+01
1.89000000000000e+00    	-1.88062016731617e+00 	 1.00007198455660e+00   1.42923772723661e-08 	-9.99783349772452e+00	 -2.42749152577806e-03	7.00853936365972e-08		1.00477201663331e+01
1.92000000000000e+00    	-1.91047121935778e+00 	 1.00005937359007e+00   1.49638812017518e-08 	-9.99810174684346e+00	 -5.97344358390189e-03	4.24833321498309e-07		1.00479885659898e+01
1.95000000000000e+00    	-1.94032227820188e+00 	 1.00003686005752e+00   1.70121454642960e-08 	-9.99867515232825e+00	 -8.97332657444904e-03	9.58783351850556e-07		1.00485613558547e+01
1.98000000000000e+00    	-1.97017335139102e+00 	 1.00000683674348e+00   2.06189333815189e-08 	-9.99949717621378e+00	 -1.09295309969814e-02	1.42240174992699e-06		1.00493812362631e+01
2.01000000000000e+00    	-2.00002444742252e+00 	 9.99973034678017e-01   2.51775668701489e-08 	-1.00004687393781e+01	 -1.14555597386529e-02	1.56261206757781e-06		1.00503485629668e+01
2.04000000000000e+00    	-2.02987557372317e+00 	 9.99940084224360e-01   2.95127375596840e-08 	-1.00014591472204e+01	 -1.03444794829478e-02	1.27422477441968e-06		1.00513328510091e+01
2.07000000000000e+00    	-2.05972673344868e+00 	 9.99912901645544e-01   3.24831460539820e-08 	-1.00023228962150e+01	 -7.61600882326170e-03	6.90798070818721e-07		1.00521898770237e+01
2.10000000000000e+00    	-2.08957792246380e+00 	 9.99895979594542e-01   3.36758744763587e-08 	-1.00029203868688e+01	 -3.53323838504643e-03	1.48886588122453e-07		1.00527821397765e+01
2.13000000000000e+00    	-2.11942912823641e+00 	 9.99892680808611e-01   3.37929579149822e-08 	-1.00031397016756e+01	 1.41608624490648e-03	2.41440022221159e-08		1.00529998456451e+01
2.16000000000000e+00    	-2.14928033181629e+00 	 9.99904641590808e-01   3.44436016109453e-08 	-1.00029160942068e+01	 6.57378544873767e-03	5.14721993137913e-07		1.00527793968831e+01
2.19000000000000e+00    	-2.17913151270283e+00 	 9.99931383552959e-01   3.73607253413791e-08 	-1.00022458509875e+01	 1.11956519655870e-02	1.49244132066953e-06		1.00521165635015e+01
2.22000000000000e+00    	-2.20898265487429e+00 	 9.99970208790300e-01   4.34079744820328e-08 	-1.00011918163195e+01	 1.45557336322275e-02	2.52258001206143e-06		1.00510720630291e+01
2.25000000000000e+00    	-2.23883375140539e+00 	 1.00001641745083e+00   5.19319116158024e-08 	-9.99987905736358e+00	 1.60563549921670e-02	3.06951885731699e-06		1.00497681052074e+01
2.28000000000000e+00    	-2.26868480553454e+00 	 1.00006384172803e+00   6.09035183086206e-08 	-9.99848069113408e+00	 1.53277316182741e-02	2.79722316029202e-06		1.00483755438551e+01
2.31000000000000e+00    	-2.29853582770335e+00 	 1.00010564236714e+00   6.78983276436733e-08 	-9.99719549538817e+00	 1.23012934781392e-02	1.80146091999175e-06		1.00470925692378e+01
2.34000000000000e+00    	-2.32838683019845e+00 	 1.00013526960083e+00   7.14733605033549e-08 	-9.99622026932953e+00	 7.24353041807213e-03	6.24179270048061e-07		1.00461172669688e+01
2.37000000000000e+00    	-2.35823782241515e+00 	 1.00014745709557e+00   7.21894784249519e-08 	-9.99572076754619e+00	 7.42118843952675e-04	5.83599501426147e-09		1.00456176621199e+01
2.40000000000000e+00    	-2.38808880951799e+00 	 1.00013910136451e+00   7.26158711497818e-08 	-9.99580530990482e+00	 -6.35727162538490e-03	4.80629406715327e-07		1.00457037686975e+01
2.43000000000000e+00    	-2.41793979532147e+00 	 1.00010988460933e+00   7.61520056641801e-08 	-9.99650491015212e+00	 -1.30576518527643e-02	2.02997212447863e-06		1.00464063684967e+01
2.46000000000000e+00    	-2.44779078750631e+00 	 1.00006252736447e+00   8.51787351632247e-08 	-9.99776307270205e+00	 -1.83479096001896e-02	4.00862936034444e-06		1.00476665501841e+01
2.49000000000000e+00    	-2.47764180138372e+00 	 1.00000260596112e+00   9.95269258632121e-08 	-9.99943737487831e+00	 -2.13519557729010e-02	5.42881432845979e-06		1.00493384717681e+01
2.52000000000000e+00    	-2.50749285862760e+00 	 9.99937932130898e-01   1.16213074256696e-07 	-1.00013136227401e+01	 -2.14681518855637e-02	5.48807278327479e-06		1.00512056521585e+01
2.55000000000000e+00    	-2.53734397992347e+00 	 9.99877558581842e-01   1.30783657167999e-07 	-1.00031317609865e+01	 -1.84774219426949e-02	4.06579282499580e-06		1.00530088253615e+01
2.58000000000000e+00    	-2.56719517415971e+00 	 9.99830534579468e-01   1.39712707622188e-07 	-1.00046209101746e+01	 -1.26018361157723e-02	1.89201094928058e-06		1.00544815064020e+01
2.61000000000000e+00    	-2.59704642956891e+00 	 9.99804579878337e-01   1.42600521367452e-07 	-1.00055391189543e+01	 -4.50176593981088e-03	2.42952915538597e-07		1.00553882733002e+01
2.64000000000000e+00    	-2.62689771231006e+00 	 9.99804866777055e-01   1.42862824908447e-07 	-1.00057120318223e+01	 4.79188482189534e-03	2.75042306609302e-07		1.00555604630430e+01
2.67000000000000e+00    	-2.65674897489441e+00 	 9.99833095063043e-01   1.46299390940546e-07 	-1.00050641247765e+01	 1.40045174285193e-02	2.33616150794084e-06		1.00549243789997e+01
2.70000000000000e+00    	-2.68660017190584e+00 	 9.99887013193999e-01   1.58082248232891e-07 	-1.00036367869206e+01	 2.17888752838069e-02	5.65278809560794e-06		1.00535179772928e+01
2.73000000000000e+00    	-2.71645127620739e+00 	 9.99960484470534e-01   1.79697088988581e-07 	-1.00015893811373e+01	 2.69180140190372e-02	8.62685561347473e-06		1.00514931591496e+01
2.76000000000000e+00    	-2.74630228776530e+00 	 1.00004412515322e+00   2.07608646037245e-07 	-9.99918219328879e+00	 2.84732702506430e-02	9.65253023575289e-06		1.00491022117299e+01
2.79000000000000e+00    	-2.77615323037984e+00 	 1.00012646070862e+00   2.34660298658215e-07 	-9.99674326654053e+00	 2.59991944811865e-02	8.04762336724045e-06		1.00466686964039e+01
2.82000000000000e+00    	-2.80600413773729e+00 	 1.00019546673132e+00   2.53764352736236e-07 	-9.99462380105147e+00	 1.96003187388164e-02	4.57240143625163e-06		1.00445452409285e+01
2.85000000000000e+00    	-2.83585503616223e+00 	 1.00024029392736e+00   2.62043954821307e-07 	-9.99314851682071e+00	 9.96147797614387e-03	1.17829613403577e-06		1.00430631039679e+01
2.88000000000000e+00    	-2.86570593378981e+00 	 1.00025293333044e+00   2.63076055694543e-07 	-9.99256791148380e+00	 -1.71644424883059e-03	3.13124675127135e-08		1.00424805905611e+01
2.91000000000000e+00    	-2.89555682278130e+00 	 1.00022956839140e+00   2.65681313523335e-07 	-9.99301885413369e+00	 -1.38612607692077e-02	2.28504368824930e-06		1.00429387110361e+01
2.94000000000000e+00    	-2.92540769383691e+00 	 1.00017139027736e+00   2.79521365212772e-07 	-9.99449882189154e+00	 -2.47381084356433e-02	7.28615397685319e-06		1.00444322226223e+01
2.97000000000000e+00    	-2.95525855449808e+00 	 1.00008472064076e+00   3.09660998774934e-07 	-9.99685765425105e+00	 -3.26945502096538e-02	1.27288068700101e-05		1.00468020729550e+01
3.00000000000000e+00    	-2.98510943920291e+00 	 9.99980383632484e-01   3.53123015486409e-07 	-9.99980907692174e+00	 -3.64075931137209e-02	1.57843376688141e-05		1.00497515933466e+01
3.03000000000000e+00    	-3.01496040241877e+00 	 9.99872380819254e-01   3.99668302609224e-07 	-1.00029622817849e+01	 -3.50959539793247e-02	1.46677708453351e-05		1.00528844685002e+01
3.06000000000000e+00    	-3.04481149526246e+00 	 9.99776030367992e-01   4.36844978024995e-07 	-1.00058713388003e+01	 -2.86643649480627e-02	9.78632627010517e-06		1.00557586931340e+01
3.09000000000000e+00    	-3.07466273612294e+00 	 9.99705817757358e-01   4.56890019686570e-07 	-1.00080972035819e+01	 -1.77553067532075e-02	3.75937013933507e-06		1.00579483438361e+01
3.12000000000000e+00    	-3.10451409111536e+00 	 9.99673256318998e-01   4.61731075715942e-07 	-1.00092740640102e+01	 -3.69604050956242e-03	1.70339022337797e-07		1.00591043810661e+01
3.15000000000000e+00    	-3.13436547708321e+00 	 9.99685065402151e-01   4.63011091084608e-07 	-1.00091696244626e+01	 1.16565928147839e-02	1.62467025984310e-06		1.00590065338195e+01
3.18000000000000e+00    	-3.16421678914699e+00 	 9.99741941389226e-01   4.76566047417012e-07 	-1.00077286025955e+01	 2.61564031172677e-02	8.14937618306067e-06		1.00575999095558e+01
3.21000000000000e+00    	-3.19406794166131e+00 	 9.99838126547789e-01   5.13890655857771e-07 	-1.00050907659723e+01	 3.76629880572377e-02	1.68893342732309e-05		1.00550116726088e+01
3.24000000000000e+00    	-3.22391890295967e+00 	 9.99961880644511e-01   5.75129837562645e-07 	-1.00015790809071e+01	 4.43522756130881e-02	2.34201024743380e-05		1.00515447189245e+01
3.27000000000000e+00    	-3.25376970567500e+00 	 1.00009684082541e+00   6.47776549485302e-07 	-9.99765901323203e+00	 4.49985252927122e-02	2.41074884322844e-05		1.00476470187163e+01
3.30000000000000e+00    	-3.28362042604142e+00 	 1.00022412928352e+00   7.12470672188629e-07 	-9.99387526164362e+00	 3.91852316086918e-02	1.82787803946273e-05		1.00438577363483e+01
3.33000000000000e+00    	-3.31347114204316e+00 	 1.00032495086838e+00   7.53381181669048e-07 	-9.99077584737027e+00	 2.74099022283097e-02	8.93699100379772e-06		1.00407347009677e+01
3.36000000000000e+00    	-3.34332189279630e+00 	 1.00038333125064e+00   7.67724819830587e-07 	-9.98883478975349e+00	 1.10609084022433e-02	1.44307312778921e-06		1.00387719767254e+01
3.39000000000000e+00    	-3.37317266248062e+00 	 1.00038859815861e+00   7.68845028941406e-07 	-9.98838373477154e+00	 -7.73779340568386e-03	6.98708692402448e-07		1.00383200539979e+01
3.42000000000000e+00    	-3.40302339959923e+00 	 1.00033721803326e+00   7.80365806596279e-07 	-9.98956077676182e+00	 -2.63985539501759e-02	8.28913780742766e-06		1.00395229665725e+01
3.45000000000000e+00    	-3.43287406218360e+00 	 1.00023367449315e+00   8.23825413705115e-07 	-9.99228239712152e+00	 -4.22242413895409e-02	2.12281185473349e-05		1.00422851179817e+01
3.48000000000000e+00    	-3.46272466291120e+00 	 1.00009020683349e+00   9.06221757231649e-07 	-9.99624252642538e+00	 -5.27959648091736e-02	3.31939356515292e-05		1.00462755318634e+01
3.51000000000000e+00    	-3.49257528526815e+00 	 9.99925396163313e-01   1.01460848272659e-06 	-1.00009409813044e+01	 -5.63381133848873e-02	3.77975985618023e-05		1.00509698286276e+01
3.54000000000000e+00    	-3.52242605596285e+00 	 9.99761763763273e-01   1.12152256673228e-06 	-1.00057411035539e+01	 -5.20057894862483e-02	3.22099704074370e-05		1.00557227305911e+01
3.57000000000000e+00    	-3.55227708309271e+00 	 9.99622699293512e-01   1.19917711117363e-06 	-1.00099526125796e+01	 -4.00495169297976e-02	1.91111489305408e-05		1.00598586108484e+01
3.60000000000000e+00    	-3.58212839084116e+00 	 9.99529140852839e-01   1.23517234160740e-06 	-1.00129305946705e+01	 -2.18287552345445e-02	5.69609236582110e-06		1.00627658021181e+01
3.63000000000000e+00    	-3.61197988725773e+00 	 9.99496471406170e-01   1.24097169168969e-06 	-1.00141764418065e+01	 3.33392092545623e-04	2.86844676570318e-08		1.00639818123237e+01
3.66000000000000e+00    	-3.64183138739737e+00 	 9.99532075037076e-01   1.24769734544327e-06 	-1.00134233938721e+01	 2.34397754410838e-02	6.56346875832584e-06		1.00632597843870e+01
3.69000000000000e+00    	-3.67168268605882e+00 	 9.99633918263335e-01   1.29044897318846e-06 	-1.00106899277158e+01	 4.42180635376075e-02	2.32891796034479e-05		1.00606097263812e+01
3.72000000000000e+00    	-3.70153364684456e+00 	 9.99790397080104e-01   1.38891212651359e-06 	-1.00062892416691e+01	 5.95773619008033e-02	4.22605745761561e-05		1.00563101509341e+01
3.75000000000000e+00    	-3.73138426237838e+00 	 9.99981532368182e-01   1.53484401342832e-06 	-1.00007915372265e+01	 6.70607291556947e-02	5.35412789313412e-05		1.00508869516736e+01
3.78000000000000e+00    	-3.76123465223266e+00 	 1.00018141935317e+00   1.69418083432863e-06 	-9.99494532112854e+00	 6.52290457060372e-02	5.06551775389648e-05		1.00450578297648e+01
3.81000000000000e+00    	-3.79108499634933e+00 	 1.00036165793550e+00   1.82401671704661e-06 	-9.98957165449035e+00	 5.39175193862886e-02	3.45995481151990e-05		1.00396438652121e+01
3.84000000000000e+00    	-3.82093543717434e+00 	 1.00049533076874e+00   1.89627864765081e-06 	-9.98544898280555e+00	 3.43205321561178e-02	1.39932148146169e-05		1.00354556093550e+01
3.87000000000000e+00    	-3.85078600381905e+00 	 1.00056098008953e+00   1.91525333143929e-06 	-9.98320538742441e+00	 8.88261251225100e-03	8.94035150227123e-07		1.00331684281839e+01
3.90000000000000e+00    	-3.88063660303842e+00 	 1.00054598945756e+00   1.91833024201103e-06 	-9.98323116974685e+00	 -1.89991648884417e-02	4.25640801929553e-06		1.00332081388203e+01
3.93000000000000e+00    	-3.91048708641844e+00 	 1.00044882443695e+00   1.95791717470673e-06 	-9.98562006602907e+00	 -4.54268371678997e-02	2.45508852877430e-05		1.00356699677311e+01
3.96000000000000e+00    	-3.94033735887660e+00 	 1.00027973284761e+00   2.07313618391942e-06 	-9.99014419702932e+00	 -6.65468319137987e-02	5.27331308832817e-05		1.00402893166012e+01
3.99000000000000e+00    	-3.97018746584775e+00 	 1.00005973258195e+00   2.26657313968155e-06 	-9.99626654642849e+00	 -7.91109929368266e-02	7.45349067668472e-05		1.00464721878879e+01
4.02000000000000e+00    	-4.00003760340271e+00 	 9.99817981783721e-01   2.49975453109475e-06 	-1.00031938772208e+01	 -8.09703362348216e-02	7.80799062444858e-05		1.00533797275700e+01
4.05000000000000e+00    	-4.02988803579079e+00 	 9.99587879480737e-01   2.71142386848925e-06 	-1.00099701908221e+01	 -7.14267823481583e-02	6.07693625916882e-05		1.00600499506750e+01
4.08000000000000e+00    	-4.05973895736949e+00 	 9.99402437482437e-01   2.85006667823141e-06 	-1.00156046392220e+01	 -5.13879618609633e-02	3.14886648189096e-05		1.00655341146320e+01
4.11000000000000e+00    	-4.08959037119756e+00 	 9.99289568673276e-01   2.90349419149712e-06 	-1.00192189698117e+01	 -2.32978069203009e-02	6.53569373073829e-06		1.00690263458233e+01
4.14000000000000e+00    	-4.11944205382861e+00 	 9.99267947006174e-01   2.90872466932066e-06 	-1.00201911309082e+01	 9.15342076792407e-03	1.07707119629748e-06		1.00699709078549e+01
4.17000000000000e+00    	-4.14929363444027e+00 	 9.99344020502665e-01   2.93517027543450e-06 	-1.00182675348930e+01	 4.15058346428667e-02	2.05680372171298e-05		1.00681382159475e+01
4.20000000000000e+00    	-4.17914475664808e+00 	 9.99510617100351e-01   3.04843569175081e-06 	-1.00136195560967e+01	 6.91335183744506e-02	5.69265996323734e-05		1.00636651405363e+01
4.23000000000000e+00    	-4.20899524418724e+00 	 9.99747391664002e-01   3.27335700185730e-06 	-1.00068303782137e+01	 8.78961402531756e-02	9.19837715819362e-05		1.00570562272602e+01
4.26000000000000e+00    	-4.23884518331450e+00 	 1.00002313737182e+00   3.57686644425364e-06 	-9.99881347655863e+00	 9.47499071753252e-02	1.06884775473400e-04		1.00491416795339e+01
4.29000000000000e+00    	-4.26869487303013e+00 	 1.00029974288272e+00   3.88200229313967e-06 	-9.99067891374623e+00	 8.82301285708057e-02	9.26734727442682e-05		1.00409884832993e+01
4.32000000000000e+00    	-4.29854466268245e+00 	 1.00053733842901e+00   4.10794111833114e-06 	-9.98357327700224e+00	 6.87300949858333e-02	5.61975324333046e-05		1.00337659533392e+01
