0.00000000000000e+00    	0.00000000000000e+00 	 -1.83697019870000e-16  	-1.00000000000000e+00    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
6.30000000000000e-01    	-4.45477376130163e-01 	 7.46448627268257e-07   -9.99999999838746e-01 	-9.99945326898234e-01	 -1.95445616928841e-04	1.85967442731110e-09		1.41417491668627e+00
6.60000000000000e-01    	-4.66689896821111e-01 	 -4.13267477442015e-06   -9.99999999778972e-01 	-9.99926311289409e-01	 -2.63409105053843e-04	4.09456542908800e-09		1.41416148207805e+00
6.90000000000000e-01    	-4.87902231264704e-01 	 -1.03417740399472e-05   -9.99999999649328e-01 	-9.99910775068263e-01	 -3.18931189329820e-04	8.52995147320659e-09		1.41415050819024e+00
7.20000000000000e-01    	-5.09114433662516e-01 	 -1.74935243428796e-05   -9.99999999400311e-01 	-9.99901995631582e-01	 -3.50303226346129e-04	1.53015603010554e-08		1.41414430790509e+00
7.50000000000000e-01    	-5.30326592917993e-01 	 -2.49531785641251e-05   -9.99999998988948e-01 	-9.99903144957464e-01	 -3.46193632105258e-04	2.36177226950445e-08		1.41414511954957e+00
7.80000000000000e-01    	-5.51538828848506e-01 	 -3.18654492162829e-05   -9.99999998399393e-01 	-9.99916781313615e-01	 -2.97459341620795e-04	3.17582865825115e-08		1.41415475038436e+00
8.10000000000000e-01    	-5.72751282790637e-01 	 -3.72210296442446e-05   -9.99999997657494e-01 	-9.99944321476103e-01	 -1.99026980460116e-04	3.76638171638501e-08		1.41417420626458e+00
8.40000000000000e-01    	-5.93964102810170e-01 	 -3.99613790443953e-05   -9.99999996826579e-01 	-9.99985571264894e-01	 -5.15691928504512e-05	4.00829161613283e-08		1.41420336069370e+00
8.70000000000000e-01    	-6.15177424618739e-01 	 -3.91142966705407e-05   -9.99999995976151e-01 	-1.00003839717546e+00	 1.37316567458008e-04	3.98826644104467e-08		1.41424072020328e+00
9.00000000000000e-01    	-6.36391350166768e-01 	 -3.39467645159506e-05   -9.99999995127053e-01 	-1.00009861460073e+00	 3.52695993956960e-04	4.08281317188692e-08		1.41428333912295e+00
9.30000000000000e-01    	-6.57605926576405e-01 	 -2.41164724335351e-05   -9.99999994192260e-01 	-1.00016014805846e+00	 5.72854271263626e-04	4.91162531140046e-08		1.41432692469823e+00
9.60000000000000e-01    	-6.78821128462923e-01 	 -9.80026467968794e-06   -9.99999992944175e-01 	-1.00021548753988e+00	 7.70914604890769e-04	7.13459277172633e-08		1.41436615337895e+00
9.90000000000000e-01    	-7.00036846678166e-01 	 8.22278675758416e-06   -9.99999991038448e-01 	-1.00025642613807e+00	 9.17474868918419e-04	1.11366164848526e-07		1.41439519222552e+00
1.02000000000000e+00    	-7.21252886069342e-01 	 2.85534066630568e-05   -9.99999988105862e-01 	-1.00027502248598e+00	 9.84066293065041e-04	1.67275301594955e-07		1.41440838833621e+00
1.05000000000000e+00    	-7.42468974020296e-01 	 4.92332146631523e-05   -9.99999983891023e-01 	-1.00026469279676e+00	 9.47091803126969e-04	2.30295422863141e-07		1.41440105791771e+00
1.08000000000000e+00    	-7.63684780417367e-01 	 6.78903070008571e-05   -9.99999978381939e-01 	-1.00022130671478e+00	 7.91782451642185e-04	2.86909210682103e-07		1.41437028013380e+00
1.11000000000000e+00    	-7.84899948366109e-01 	 8.19641432612809e-05   -9.99999971856894e-01 	-1.00014414307474e+00	 5.15638525815513e-04	3.24407783614453e-07		1.41431558458850e+00
1.14000000000000e+00    	-8.06114133585455e-01 	 8.89931095076793e-05   -9.99999964790429e-01 	-1.00003655913743e+00	 1.30813469704974e-04	3.38208893706699e-07		1.41423941987335e+00
1.17000000000000e+00    	-8.27327049024960e-01 	 8.69372387413939e-05   -9.99999957612708e-01 	-9.99906241842849e-01	 -3.35036961843855e-04	3.37748047186863e-07		1.41414730658661e+00
1.20000000000000e+00    	-8.48538510003956e-01 	 7.44997659848828e-05   -9.99999950391359e-01 	-9.99764942887167e-01	 -8.39780304789174e-04	3.47349395029992e-07		1.41404761102915e+00
1.23000000000000e+00    	-8.69748474215171e-01 	 5.14059358156950e-05   -9.99999942569767e-01 	-9.99627650443608e-01	 -1.32984608105611e-03	3.99862005103009e-07		1.41395092136261e+00
1.26000000000000e+00    	-8.90957070482451e-01 	 1.85969573681546e-05   -9.99999932913231e-01 	-9.99511216598250e-01	 -1.74516927929637e-03	5.23860990792388e-07		1.41386905960977e+00
1.29000000000000e+00    	-9.12164610461196e-01 	 -2.16980511377866e-05   -9.99999919759069e-01 	-9.99432535689074e-01	 -2.02566616411711e-03	7.28802822219785e-07		1.41381381260682e+00
1.32000000000000e+00    	-9.33371578736035e-01 	 -6.60387670283775e-05   -9.99999901543879e-01 	-9.99406445846951e-01	 -2.11862152748930e-03	9.94989239839667e-07		1.41379550591965e+00
1.35000000000000e+00    	-9.54578599079185e-01 	 -1.10010209077220e-04   -9.99999877432696e-01 	-9.99443592036873e-01	 -1.98616884872192e-03	1.27489981038505e-06		1.41382157238171e+00
1.38000000000000e+00    	-9.75786377820021e-01 	 -1.48611361071703e-04   -9.99999847769181e-01 	-9.99548530153743e-01	 -1.61193019900404e-03	1.50871450928590e-06		1.41389527987533e+00
1.41000000000000e+00    	-9.96995628891018e-01 	 -1.76767743949606e-04   -9.99999814069937e-01 	-9.99718356172638e-01	 -1.00587571204386e-03	1.65056741549610e-06		1.41401478190901e+00
1.44000000000000e+00    	-1.01820698847752e+00 	 -1.89920593594822e-04   -9.99999778429912e-01 	-9.99942105220281e-01	 -2.06575798573031e-04	1.69572216306516e-06		1.41417264026313e+00
1.47000000000000e+00    	-1.03942092956530e+00 	 -1.84629935244815e-04   -9.99999742456811e-01 	-1.00020108428017e+00	 7.19748979350026e-04	1.69563442573577e-06		1.41435594071532e+00
1.50000000000000e+00    	-1.06063768747403e+00 	 -1.59119767788110e-04   -9.99999706115062e-01 	-1.00047018985578e+00	 1.68364312649147e-03	1.75023859295327e-06		1.41454707784764e+00
1.53000000000000e+00    	-1.08185720648503e+00 	 -1.13692582689987e-04   -9.99999667006824e-01 	-1.00072013628213e+00	 2.58015886955245e-03	1.97506629761340e-06		1.41472522009902e+00
1.56000000000000e+00    	-1.10307911518135e+00 	 -5.09483979698770e-05   -9.99999620546426e-01 	-1.00092040205947e+00	 3.29936417308074e-03	2.45240315152578e-06		1.41486838153549e+00
1.59000000000000e+00    	-1.12430273475958e+00 	 2.42398654398956e-05   -9.99999561174421e-01 	-1.00104260805325e+00	 3.73865625688510e-03	3.18575579149426e-06		1.41495592888924e+00
1.62000000000000e+00    	-1.14552712111809e+00 	 1.05018847983083e-04   -9.99999484299020e-01 	-1.00106398256634e+00	 3.81560079316569e-03	4.08014447329488e-06		1.41497125625139e+00
1.65000000000000e+00    	-1.16675113856703e+00 	 1.83110177520249e-04   -9.99999388230370e-01 	-1.00097054513794e+00	 3.47982030357810e-03	4.96393627490545e-06		1.41490428701299e+00
1.68000000000000e+00    	-1.18797356070873e+00 	 2.49592761543589e-04   -9.99999275197493e-01 	-1.00075964805482e+00	 2.72241621284790e-03	5.65198007666795e-06		1.41475343602933e+00
1.71000000000000e+00    	-1.20919319210729e+00 	 2.95845747267360e-04   -9.99999150750544e-01 	-1.00044154545262e+00	 1.58154647578262e-03	6.03019657809570e-06		1.41452670077070e+00
1.74000000000000e+00    	-1.23040900224728e+00 	 3.14560325429970e-04   -9.99999021442387e-01 	-1.00003971244681e+00	 1.43095503913156e-04	6.12702158250402e-06		1.41424165084492e+00
1.77000000000000e+00    	-1.25162026054792e+00 	 3.00710646914631e-04   -9.99998891462175e-01 	-9.99589716084877e-01	 -1.46415355503512e-03	6.13532449087792e-06		1.41392423569508e+00
1.80000000000000e+00    	-1.27282665797185e+00 	 2.52366826306860e-04   -9.99998759536002e-01 	-9.99136556228256e-01	 -3.07884122702418e-03	6.36341334469889e-06		1.41360650016030e+00
1.83000000000000e+00    	-1.29402839793841e+00 	 1.71238547677499e-04   -9.99998617582287e-01 	-9.98730555782146e-01	 -4.52219128787660e-03	7.12215801943538e-06		1.41332344964544e+00
1.86000000000000e+00    	-1.31522623835463e+00 	 6.28572871710166e-05   -9.99998452124925e-01 	-9.98422082118821e-01	 -5.61670692945795e-03	8.58664281235112e-06		1.41310940890398e+00
1.89000000000000e+00    	-1.33642146925403e+00 	 -6.36618329872843e-05   -9.99998248406960e-01 	-9.98255601572241e-01	 -6.20655265002002e-03	1.06908998847826e-05		1.41299425599698e+00
1.92000000000000e+00    	-1.35761581773953e+00 	 -1.96293434920698e-04   -9.99997995884807e-01 	-9.98263762622722e-01	 -6.17739236990676e-03	1.31112381023849e-05		1.41299989388325e+00
1.95000000000000e+00    	-1.37881128320906e+00 	 -3.21174549209214e-04   -9.99997692868943e-01 	-9.98462315709662e-01	 -5.47331182631270e-03	1.53640274497439e-05		1.41313727332864e+00
1.98000000000000e+00    	-1.40000991905382e+00 	 -4.23988981609285e-04   -9.99997348014260e-01 	-9.98846659899774e-01	 -4.10858628708191e-03	1.69960454935329e-05		1.41340423473367e+00
2.01000000000000e+00    	-1.42121358874877e+00 	 -4.91530283280532e-04   -9.99996977353967e-01 	-9.99390637157112e-01	 -2.17246956517210e-03	1.77984761196028e-05		1.41378441269456e+00
2.04000000000000e+00    	-1.44242373093079e+00 	 -5.13277404913407e-04   -9.99996597358168e-01 	-1.00004789292808e+00	 1.74151853881708e-04	1.79515329992977e-05		1.41424743902933e+00
2.07000000000000e+00    	-1.46364116734302e+00 	 -4.82802338777552e-04   -9.99996216401098e-01 	-1.00075574740221e+00	 2.71053804289266e-03	1.80209950620916e-05		1.41475065410828e+00
2.10000000000000e+00    	-1.48486597940447e+00 	 -3.98835381680006e-04   -9.99995828180218e-01 	-1.00144115984946e+00	 5.17565020345718e-03	1.87810263344644e-05		1.41524244719708e+00
2.13000000000000e+00    	-1.50609746618154e+00 	 -2.65841241899893e-04   -9.99995410383144e-01 	-1.00202809982010e+00	 7.29387648262953e-03	2.09118721435511e-05		1.41566716211846e+00
2.16000000000000e+00    	-1.52733418293244e+00 	 -9.40052362789762e-05   -9.99994930118448e-01 	-1.00244551204027e+00	 8.80450258807947e-03	2.46860445657038e-05		1.41597123010494e+00
2.19000000000000e+00    	-1.54857404943771e+00 	 1.01411952971589e-04   -9.99994354864827e-01 	-1.00263507531206e+00	 9.49190358798738e-03	2.97813953096496e-05		1.41610987969390e+00
2.22000000000000e+00    	-1.56981451353936e+00 	 3.01326593334797e-04   -9.99993665026976e-01 	-1.00255806215200e+00	 9.21313703789397e-03	3.53262903537057e-05		1.41605351280522e+00
2.25000000000000e+00    	-1.59105275731617e+00 	 4.84600918286567e-04   -9.99992862814497e-01 	-1.00220073471971e+00	 7.91966470473321e-03	4.01964055544205e-05		1.41579272330999e+00
2.28000000000000e+00    	-1.61228593793232e+00 	 6.30178141961053e-04   -9.99991972895081e-01 	-1.00157780411821e+00	 5.67033005110943e-03	4.34740537686565e-05		1.41534103743061e+00
2.31000000000000e+00    	-1.63351145770391e+00 	 7.19382983271394e-04   -9.99991033135795e-01 	-1.00073351616132e+00	 2.63345239449317e-03	4.48938006085718e-05		1.41473478343312e+00
2.34000000000000e+00    	-1.65472725424983e+00 	 7.38152488816960e-04   -9.99990077835687e-01 	-9.99739944086893e-01	 -9.23077802322761e-04	4.50745758487492e-05		1.41402998904097e+00
2.37000000000000e+00    	-1.67593209043896e+00 	 6.78947035508725e-04   -9.99989119580249e-01 	-9.98692148121786e-01	 -4.65357675609142e-03	4.53997725410903e-05		1.41329673620152e+00
2.40000000000000e+00    	-1.69712580804638e+00 	 5.42101173761522e-04   -9.99988137500872e-01 	-9.97700092106238e-01	 -8.16674031120243e-03	4.75402741605066e-05		1.41261182626233e+00
2.43000000000000e+00    	-1.71830949526808e+00 	 3.36412246367965e-04   -9.99987078193946e-01 	-9.96877636389996e-01	 -1.10654149078052e-02	5.27737263809149e-05		1.41205080224709e+00
2.46000000000000e+00    	-1.73948551486607e+00 	 7.88322590583591e-05   -9.99985870962091e-01 	-9.96329517646848e-01	 -1.29900535837259e-02	6.13695997881640e-05		1.41168029418588e+00
2.49000000000000e+00    	-1.76065735316178e+00 	 -2.06778752227234e-04   -9.99984452920065e-01 	-9.96137845528315e-01	 -1.36612000721868e-02	7.23237367331964e-05		1.41155135964368e+00
2.52000000000000e+00    	-1.78182928123440e+00 	 -4.91771016702066e-04   -9.99982794381311e-01 	-9.96350090426390e-01	 -1.29161041294532e-02	8.36145630416061e-05		1.41169413664220e+00
2.55000000000000e+00    	-1.80300586193071e+00 	 -7.45517383526497e-04   -9.99980913315508e-01 	-9.96970606706487e-01	 -1.07349026962547e-02	9.29463948026582e-05		1.41211388967449e+00
2.58000000000000e+00    	-1.82419137687994e+00 	 -9.38644786193216e-04   -9.99978870846673e-01 	-9.97957323368535e-01	 -7.25269660542180e-03	9.87226446172840e-05		1.41278853004231e+00
2.61000000000000e+00    	-1.84538927213942e+00 	 -1.04634074149524e-03   -9.99976747025739e-01 	-9.99224386306218e-01	 -2.75523403255671e-03	1.00852115967376e-04		1.41366791562756e+00
2.64000000000000e+00    	-1.86660171922354e+00 	 -1.05136147000706e-03   -9.99974604745783e-01 	-1.00065046135338e+00	 2.34235603971711e-03	1.01010040857295e-04		1.41467552556817e+00
2.67000000000000e+00    	-1.88782935922175e+00 	 -9.46384876810517e-04   -9.99972455955983e-01 	-1.00209140995213e+00	 7.53243974637630e-03	1.02165094118324e-04		1.41571322731197e+00
2.70000000000000e+00    	-1.90907125116631e+00 	 -7.35413415756443e-04   -9.99970245158788e-01 	-1.00339541738143e+00	 1.22641834067685e-02	1.07481338858311e-04		1.41666961051930e+00
2.73000000000000e+00    	-1.93032499858054e+00 	 -4.34030253030762e-04   -9.99967859534450e-01 	-1.00441854253905e+00	 1.60005591247557e-02	1.18990933355926e-04		1.41743170581422e+00
2.76000000000000e+00    	-1.95158699733623e+00 	 -6.84324668102110e-05   -9.99965164682394e-01 	-1.00503902721234e+00	 1.82772649537878e-02	1.36582350711898e-04		1.41789898204663e+00
2.79000000000000e+00    	-1.97285274376075e+00 	 3.26709626248047e-04   -9.99962053866685e-01 	-1.00516933260805e+00	 1.87573278469971e-02	1.57780112643695e-04		1.41799761969414e+00
2.82000000000000e+00    	-1.99411716326749e+00 	 7.11401651966713e-04   -9.99958491434908e-01 	-1.00476545924025e+00	 1.72753461987852e-02	1.78511461216994e-04		1.41769252573853e+00
2.85000000000000e+00    	-2.01537495459282e+00 	 1.04421821349101e-03   -9.99954531169908e-01 	-1.00383339631263e+00	 1.38660997511048e-02	1.94658282399925e-04		1.41699463448762e+00
2.88000000000000e+00    	-2.03662097468157e+00 	 1.28659489142176e-03   -9.99950298507433e-01 	-1.00243243764049e+00	 8.77353039645076e-03	2.03831900687821e-04		1.41596179624202e+00
2.91000000000000e+00    	-2.05785069686173e+00 	 1.40711351077145e-03   -9.99945939423606e-01 	-1.00067469917390e+00	 2.43781289215513e-03	2.06639288273939e-04		1.41469284270412e+00
2.94000000000000e+00    	-2.07906075075221e+00 	 1.38533762005805e-03   -9.99941553382897e-01 	-9.98719765634579e-01	 -4.53966937313802e-03	2.06828478743195e-04		1.41331589591472e+00
2.97000000000000e+00    	-2.10024950024989e+00 	 1.21475162974281e-03   -9.99937137019065e-01 	-9.96763347941156e-01	 -1.14512571883332e-02	2.10099711859485e-04		1.41197321052205e+00
3.00000000000000e+00    	-2.12141755434343e+00 	 9.04401595338056e-04   -9.99932564385319e-01 	-9.95019440584892e-01	 -1.75532360365678e-02	2.21917953716336e-04		1.41080539142888e+00
3.03000000000000e+00    	-2.14256806262629e+00 	 4.78938760389936e-04   -9.99927617358567e-01 	-9.93696781461910e-01	 -2.21445548678264e-02	2.45144869154847e-04		1.40993749325779e+00
3.06000000000000e+00    	-2.16370665060349e+00 	 -2.30725121228304e-05   -9.99922059686078e-01 	-9.92972151547128e-01	 -2.46457284306939e-02	2.78499089886711e-04		1.40946840448438e+00
3.09000000000000e+00    	-2.18484091228887e+00 	 -5.52519515897716e-04   -9.99915728028177e-01 	-9.92964628089895e-01	 -2.46690302010141e-02	3.16622874505754e-04		1.40946351990352e+00
3.12000000000000e+00    	-2.20597948810324e+00 	 -1.05450240410996e-03   -9.99908602324039e-01 	-9.93715647959668e-01	 -2.20715817537169e-02	3.51924822932471e-04		1.40994966845349e+00
3.15000000000000e+00    	-2.22713087961532e+00 	 -1.47402279360689e-03   -9.99900822202518e-01 	-9.95179172396778e-01	 -1.69844638315056e-02	3.77606746917224e-04		1.41091112398012e+00
3.18000000000000e+00    	-2.24830224231010e+00 	 -1.76198816499124e-03   -9.99892635982028e-01 	-9.97224347896406e-01	 -9.81333804132548e-03	3.90692876394274e-04		1.41228639244377e+00
3.21000000000000e+00    	-2.26949841456883e+00 	 -1.88085088239421e-03   -9.99884296894039e-01 	-9.99650336367381e-01	 -1.20905015265812e-03	3.93746786722777e-04		1.41396690620333e+00
3.24000000000000e+00    	-2.29072137345906e+00 	 -1.80921866678898e-03   -9.99875945735957e-01 	-1.00221031829720e+00	 7.98998500755619e-03	3.94394704350164e-04		1.41579995674141e+00
3.27000000000000e+00    	-2.31197017851603e+00 	 -1.54488170093448e-03   -9.99867528864716e-01 	-1.00463996065900e+00	 1.68385053425705e-02	4.02636502232059e-04		1.41759837328181e+00
3.30000000000000e+00    	-2.33324132297056e+00 	 -1.10588575548925e-03   -9.99858789732706e-01 	-1.00668543550196e+00	 2.43802874747159e-02	4.26875472351194e-04		1.41915825287097e+00
3.33000000000000e+00    	-2.35452931301712e+00 	 -5.29507671475807e-04   -9.99849344249993e-01 	-1.00812732412811e+00	 2.97493609136931e-02	4.70228161205621e-04		1.42028375588929e+00
3.36000000000000e+00    	-2.37582727631463e+00 	 1.30784098873663e-04   -9.99838815991940e-01 	-1.00879881823901e+00	 3.22660269225881e-02	5.28694817100946e-04		1.42081541084407e+00
3.39000000000000e+00    	-2.39712746378086e+00 	 8.10111933247160e-04   -9.99826980524849e-01 	-1.00859861298191e+00	 3.15176418753377e-02	5.92133538888793e-04		1.42065649418871e+00
3.42000000000000e+00    	-2.41842162334429e+00 	 1.43830463846921e-03   -9.99813860022316e-01 	-1.00749995649080e+00	 2.74154970020107e-02	6.47906890939417e-04		1.41979160146416e+00
3.45000000000000e+00    	-2.43970134031624e+00 	 1.94683910295165e-03   -9.99799724139905e-01 	-1.00555707291890e+00	 2.02210680910324e-02	6.85956835399813e-04		1.41829277267733e+00
3.48000000000000e+00    	-2.46095850487463e+00 	 2.27602137556413e-03   -9.99784986845282e-01 	-1.00290876333737e+00	 1.05372747395705e-02	7.03345888567705e-04		1.41631123572231e+00
3.51000000000000e+00    	-2.48218604711002e+00 	 2.38174566492558e-03   -9.99770030502675e-01 	-9.99777076539893e-01	 -7.36742401176744e-04	7.06302250970914e-04		1.41405630878932e+00
3.54000000000000e+00    	-2.50337896774678e+00 	 2.24111297336203e-03   -9.99755022661733e-01 	-9.96457519914079e-01	 -1.24853137659987e-02	7.08615649415136e-04		1.41176626046569e+00
3.57000000000000e+00    	-2.52453551915468e+00 	 1.85619233944580e-03   -9.99739802625599e-01 	-9.93297341248675e-01	 -2.34843526966619e-02	7.26634438285341e-04		1.40967785360730e+00
3.60000000000000e+00    	-2.54565822322538e+00 	 1.25531311271704e-03   -9.99723895177854e-01 	-9.90660517561733e-01	 -3.25277981001454e-02	7.72607846071833e-04		1.40800103537881e+00
3.63000000000000e+00    	-2.56675433269074e+00 	 4.91508405995547e-04   -9.99706661061380e-01 	-9.88881964179052e-01	 -3.85591220078372e-02	8.49055347657804e-04		1.40690264974646e+00
3.66000000000000e+00    	-2.58783541277800e+00 	 -3.61934238408537e-04   -9.99687534902674e-01 	-9.88217899522414e-01	 -4.07931343574056e-02	9.46719222208036e-04		1.40649905546519e+00
3.69000000000000e+00    	-2.60891594506302e+00 	 -1.21847916161417e-03   -9.99666256678799e-01 	-9.88802455795227e-01	 -3.88138378111953e-02	1.04737457538683e-03		1.40685390413710e+00
3.72000000000000e+00    	-2.63001116623941e+00 	 -1.98721688771370e-03   -9.99642995087922e-01 	-9.90620896252065e-01	 -3.26363985004453e-02	1.13077410147144e-03		1.40797591358957e+00
3.75000000000000e+00    	-2.65113463110488e+00 	 -2.58264492257604e-03   -9.99618298289184e-01 	-9.93506581122420e-01	 -2.27248868814428e-02	1.18311982062107e-03		1.40981316031233e+00
3.78000000000000e+00    	-2.67229611117919e+00 	 -2.93423500549395e-03   -9.99592877185782e-01 	-9.97162933984731e-01	 -9.96190038132030e-03	1.20354224585723e-03		1.41224452729907e+00
3.81000000000000e+00    	-2.69350034458846e+00 	 -2.99464726713167e-03   -9.99567300062064e-01 	-1.00120511566978e+00	 4.42869176861700e-03	1.20562803253078e-03		1.41507340816407e+00
3.84000000000000e+00    	-2.71474686734534e+00 	 -2.74559285405288e-03   -9.99541721901805e-01 	-1.00521134073689e+00	 1.89991369875684e-02	1.21294361517338e-03		1.41803112729747e+00
3.87000000000000e+00    	-2.73603079429826e+00 	 -2.20064693190121e-03   -9.99515765117970e-01 	-1.00877255732158e+00	 3.22234392655649e-02	1.25000355234571e-03		1.42079625033011e+00
3.90000000000000e+00    	-2.75734412893416e+00 	 -1.40472279468320e-03   -9.99488611165579e-01 	-1.01153185884359e+00	 4.26557036853617e-02	1.33215805456210e-03		1.42303126640195e+00
3.93000000000000e+00    	-2.77867707963363e+00 	 -4.30336170752041e-04   -9.99459278023658e-01 	-1.01321017414896e+00	 4.90843314904441e-02	1.45852822129284e-03		1.42443190637580e+00
3.96000000000000e+00    	-2.80001897463201e+00 	 6.28887189249161e-04   -9.99426981873203e-01 	-1.01362018703705e+00	 5.06663182027920e-02	1.61109609377774e-03		1.42477912498741e+00
3.99000000000000e+00    	-2.82135863725133e+00 	 1.66682890135288e-03   -9.99391442812847e-01 	-1.01267387537540e+00	 4.70285896161829e-02	1.76075422495131e-03		1.42398144874312e+00
4.02000000000000e+00    	-2.84268439258892e+00 	 2.57492533157330e-03   -9.99353008290942e-01 	-1.01038931863886e+00	 3.83264282373872e-02	1.87840407413478e-03		1.42209669809152e+00
4.05000000000000e+00    	-2.86398410761129e+00 	 3.25291566268581e-03   -9.99312529816381e-01 	-1.00689954445835e+00	 2.52519557121986e-02	1.94704663094035e-03		1.41932665193334e+00
4.08000000000000e+00    	-2.88524572733370e+00 	 3.61947410622062e-03   -9.99271019523330e-01 	-1.00246130969621e+00	 8.98862246465783e-03	1.97003514368273e-03		1.41598494123706e+00
4.11000000000000e+00    	-2.90645861575469e+00 	 3.62175397178976e-03   -9.99229204314860e-01 	-9.97456773394194e-01	 -8.88836967839934e-03	1.97168586788443e-03		1.41244571770056e+00
4.14000000000000e+00    	-2.92761566217591e+00 	 3.24272307798138e-03   -9.99187152391508e-01 	-9.92378353541403e-01	 -2.65601133962855e-02	1.98914553136984e-03		1.40908629718024e+00
4.17000000000000e+00    	-2.94871567686126e+00 	 2.50516462224951e-03   -9.99144139943943e-01 	-9.87788694851709e-01	 -4.21479311400752e-02	2.05798269484484e-03		1.40623866717887e+00
4.20000000000000e+00    	-2.96976525656277e+00 	 1.47146698042258e-03   -9.99098844277904e-01 	-9.84254241428503e-01	 -5.39140612073377e-02	2.19699810705244e-03		1.40416094681719e+00
4.23000000000000e+00    	-2.99077924370989e+00 	 2.38834119654255e-04   -9.99049816612215e-01 	-9.82260721234657e-01	 -6.04560639956053e-02	2.39874703132179e-03		1.40303129478340e+00
4.26000000000000e+00    	-3.01177923088678e+00 	 -1.06980501066739e-03   -9.98996057581101e-01 	-9.82128077164288e-01	 -6.08720080961020e-02	2.63045420335764e-03		1.40295683490740e+00
