0.00000000000000e+00    	0.00000000000000e+00 	 -5.87785252290000e-01  	-8.09016994370000e-01    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
5.40000000000000e-01    	-3.81836972456619e-01 	 -5.87794326072268e-01   -8.09016994380911e-01 	-9.99959750667923e-01	 -1.38493063641936e-04	5.99946128585447e-10		1.41418510886524e+00
5.70000000000000e-01    	-4.03049700530915e-01 	 -5.87797301413423e-01   -8.09016994356758e-01 	-9.99951055784130e-01	 -1.39128623903682e-04	1.75704493544441e-09		1.41417896085346e+00
6.00000000000000e-01    	-4.24262353356082e-01 	 -5.87800087482025e-01   -8.09016994303814e-01 	-9.99945906424947e-01	 -1.19807265788990e-04	3.26428923787374e-09		1.41417531803160e+00
6.30000000000000e-01    	-4.45474979567278e-01 	 -5.87802213731553e-01   -8.09016994218891e-01 	-9.99946364525396e-01	 -7.64164831788034e-05	4.67544527068883e-09		1.41417563893847e+00
6.60000000000000e-01    	-4.66687648648664e-01 	 -5.87803147621144e-01   -8.09016994110633e-01 	-9.99954244322541e-01	 -7.40324423828358e-06	5.35687440458024e-09		1.41418120861277e+00
6.90000000000000e-01    	-4.87900446363352e-01 	 -5.87802359636927e-01   -8.09016994000460e-01 	-9.99970748010571e-01	 8.52558976313044e-05	4.80731477004866e-09		1.41419288081414e+00
7.20000000000000e-01    	-5.09113466330226e-01 	 -5.87799405676160e-01   -8.09016993914957e-01 	-9.99996111302463e-01	 1.95419885282550e-04	3.12066699787148e-09		1.41421082615322e+00
7.50000000000000e-01    	-5.30326798182811e-01 	 -5.87794017740252e-01   -8.09016993868720e-01 	-1.00002931861376e+00	 3.12660309502475e-04	1.37693358522002e-09		1.41423432847727e+00
7.80000000000000e-01    	-5.51540513380649e-01 	 -5.87786190586651e-01   -8.09016993842296e-01 	-1.00006794764609e+00	 4.22779255550865e-04	1.66440184566283e-09		1.41426167262334e+00
8.10000000000000e-01    	-5.72754650318997e-01 	 -5.87776250038860e-01   -8.09016993765758e-01 	-1.00010819376997e+00	 5.09019402734474e-04	6.50405987368206e-09		1.41429016059173e+00
8.40000000000000e-01    	-5.93969200803177e-01 	 -5.87764888585279e-01   -8.09016993520930e-01 	-1.00014510602568e+00	 5.53919818886691e-04	1.76997732742862e-08		1.41431628002165e+00
8.70000000000000e-01    	-6.15184100141209e-01 	 -5.87753156032027e-01   -8.09016992970958e-01 	-1.00017304039307e+00	 5.41663793139194e-04	3.50064838400889e-08		1.41433602942469e+00
9.00000000000000e-01    	-6.36399223009500e-01 	 -5.87742397339190e-01   -8.09016992013994e-01 	-1.00018630501889e+00	 4.60663999223376e-04	5.53184168864607e-08		1.41434538107164e+00
9.30000000000000e-01    	-6.57614386837406e-01 	 -5.87734136057317e-01   -8.09016990641897e-01 	-1.00017993998603e+00	 3.06051348748036e-04	7.31111433168117e-08		1.41434083799411e+00
9.60000000000000e-01    	-6.78829363741648e-01 	 -5.87729909357618e-01   -8.09016988972651e-01 	-1.00015054512031e+00	 8.16919315253386e-05	8.24799266924843e-08		1.41432002021397e+00
9.90000000000000e-01    	-7.00043901054853e-01 	 -5.87731068608351e-01   -8.09016987225582e-01 	-1.00009704758797e+00	 -1.98637220761756e-04	8.03497582669640e-08		1.41428220099488e+00
1.02000000000000e+00    	-7.21257749302948e-01 	 -5.87738566709255e-01   -8.09016985626737e-01 	-1.00002129079298e+00	 -5.11222386645323e-04	6.95805037209559e-08		1.41422870971692e+00
1.05000000000000e+00    	-7.42470695208525e-01 	 -5.87752758826602e-01   -8.09016984264980e-01 	-9.99928330850220e-01	 -8.23732971702819e-04	6.02113251736728e-08		1.41416312544661e+00
1.08000000000000e+00    	-7.63682596098716e-01 	 -5.87773245746061e-01   -8.09016982954940e-01 	-9.99826348907988e-01	 -1.09792515182926e-03	6.74037996255921e-08		1.41409120406370e+00
1.11000000000000e+00    	-7.84893411189697e-01 	 -5.87798788003237e-01   -8.09016981181877e-01 	-9.99726126944520e-01	 -1.29358250504371e-03	1.05882476982230e-07		1.41402050984107e+00
1.14000000000000e+00    	-8.06103224835344e-01 	 -5.87827313876951e-01   -8.09016978188977e-01 	-9.99640088618935e-01	 -1.37335600786566e-03	1.82492029230092e-07		1.41395975645732e+00
1.17000000000000e+00    	-8.27312257156259e-01 	 -5.87856035349841e-01   -8.09016973214969e-01 	-9.99580969324835e-01	 -1.30799500134791e-03	2.90101277669384e-07		1.41391789899109e+00
1.20000000000000e+00    	-8.48520858594996e-01 	 -5.87881673922508e-01   -8.09016965813782e-01 	-9.99560241908045e-01	 -1.08133609491436e-03	4.06533893671084e-07		1.41390305413461e+00
1.23000000000000e+00    	-8.69729486801071e-01 	 -5.87900783925009e-01   -8.09016956120801e-01 	-9.99586476156681e-01	 -6.94361401804453e-04	5.00850054905011e-07		1.41392135759148e+00
1.26000000000000e+00    	-8.90938666586561e-01 	 -5.87910146372604e-01   -8.09016944910799e-01 	-9.99663841313546e-01	 -1.67667135097846e-04	5.46262073372351e-07		1.41397589220691e+00
1.29000000000000e+00    	-9.12148936125363e-01 	 -5.87907193410711e-01   -8.09016933347115e-01 	-9.99790964600607e-01	 4.58195241256891e-04	5.35301848653974e-07		1.41406583398376e+00
1.32000000000000e+00    	-9.33360784672130e-01 	 -5.87890413967745e-01   -8.09016922445535e-01 	-9.99960332940142e-01	 1.12483590132681e-03	4.90296637190964e-07		1.41418596114861e+00
1.35000000000000e+00    	-9.54574588505858e-01 	 -5.87859687104406e-01   -8.09016912427535e-01 	-1.00015837284345e+00	 1.76065670861400e-03	4.62426773381648e-07		1.41432664921549e+00
1.38000000000000e+00    	-9.75790552390197e-01 	 -5.87816491885823e-01   -8.09016902246659e-01 	-1.00036627216828e+00	 2.28773466302133e-03	5.16356088429225e-07		1.41447442968122e+00
1.41000000000000e+00    	-9.97008663625287e-01 	 -5.87763951803525e-01   -8.09016889570999e-01 	-1.00056152640371e+00	 2.63038161991976e-03	7.03760842022964e-07		1.41461312273967e+00
1.44000000000000e+00    	-1.01822866492705e+00 	 -5.87706687336299e-01   -8.09016871362506e-01 	-1.00072010999611e+00	 2.72452404298850e-03	1.03556269165569e-06		1.41472547216163e+00
1.47000000000000e+00    	-1.03945005111296e+00 	 -5.87650470785808e-01   -8.09016844941655e-01 	-1.00081909640687e+00	 2.52684501954209e-03	1.46607160890171e-06		1.41479512604496e+00
1.50000000000000e+00    	-1.06067209299052e+00 	 -5.87601700955485e-01   -8.09016809158810e-01 	-1.00083948334986e+00	 2.02253966613050e-03	1.90003316507542e-06		1.41480873693313e+00
1.53000000000000e+00    	-1.08189388985392e+00 	 -5.87566738985277e-01   -8.09016765138880e-01 	-1.00076892583354e+00	 1.23057635557021e-03	2.22536280120619e-06		1.41475791471090e+00
1.56000000000000e+00    	-1.10311444939303e+00 	 -5.87551167944355e-01   -8.09016716128877e-01 	-1.00060404505798e+00	 2.05537821170409e-04	2.36262610423901e-06		1.41464076614446e+00
1.59000000000000e+00    	-1.12433279045607e+00 	 -5.87559054934165e-01   -8.09016666284312e-01 	-1.00035197516904e+00	 -9.64569804891829e-04	2.31193439652131e-06		1.41446279718657e+00
1.62000000000000e+00    	-1.14554806010319e+00 	 -5.87592303104963e-01   -8.09016618693835e-01 	-1.00003084412450e+00	 -2.16472983824228e-03	2.17426587643159e-06		1.41423702937674e+00
1.65000000000000e+00    	-1.16675965230284e+00 	 -5.87650180332041e-01   -8.09016573378548e-01 	-9.99668969831535e-01	 -3.26324894646248e-03	2.13073525705950e-06		1.41398327360767e+00
1.68000000000000e+00    	-1.18796731244836e+00 	 -5.87729100307303e-01   -8.09016526196610e-01 	-9.99302691242601e-01	 -4.12520443846812e-03	2.37935445850741e-06		1.41372659522343e+00
1.71000000000000e+00    	-1.20917121080925e+00 	 -5.87822710473004e-01   -8.09016469382748e-01 	-9.98972936160099e-01	 -4.62773469419049e-03	3.04891949795470e-06		1.41349508068406e+00
1.74000000000000e+00    	-1.23037197006345e+00 	 -5.87922310779409e-01   -8.09016393856724e-01 	-9.98720827504376e-01	 -4.67554625297153e-03	4.12512567492654e-06		1.41331707413475e+00
1.77000000000000e+00    	-1.25157063748166e+00 	 -5.88017590242253e-01   -8.09016292635172e-01 	-9.98582809801509e-01	 -4.21481689038426e-03	5.42634970047467e-06		1.41321809808039e+00
1.80000000000000e+00    	-1.27276860044565e+00 	 -5.88097628526949e-01   -8.09016164011359e-01 	-9.98585896476644e-01	 -3.24368302885163e-03	6.65161558038576e-06		1.41321771647751e+00
1.83000000000000e+00    	-1.29396745309530e+00 	 -5.88152072073377e-01   -8.09016012976020e-01 	-9.98743664558748e-01	 -1.81773152101860e-03	7.49434267138324e-06		1.41332664720520e+00
1.86000000000000e+00    	-1.31516882980075e+00 	 -5.88172363795356e-01   -8.09015849837242e-01 	-9.99053546232516e-01	 -4.93630722632419e-05	7.78328357163723e-06		1.41354447780643e+00
1.89000000000000e+00    	-1.33637422586185e+00 	 -5.88152887011395e-01   -8.09015686075339e-01 	-9.99495802588253e-01	 1.89947839127833e-03	7.59120370294040e-06		1.41385836188330e+00
1.92000000000000e+00    	-1.35758482636573e+00 	 -5.88091881674840e-01   -8.09015528755264e-01 	-1.00003435250826e+00	 3.83097188494382e-03	7.25456613145363e-06		1.41424304226495e+00
1.95000000000000e+00    	-1.37880136094744e+00 	 -5.87992005886559e-01   -8.09015375751719e-01 	-1.00061941625201e+00	 5.53046479054481e-03	7.27723349919147e-06		1.41466243403657e+00
1.98000000000000e+00    	-1.40002399704310e+00 	 -5.87860447333503e-01   -8.09015214115318e-01 	-1.00119175741754e+00	 6.78916443367772e-03	8.13931655948280e-06		1.41507279951979e+00
2.01000000000000e+00    	-1.42125227936600e+00 	 -5.87708534468932e-01   -8.09015022924781e-01 	-1.00168818403750e+00	 7.42817858566589e-03	1.00798530851442e-05		1.41542728388959e+00
2.04000000000000e+00    	-1.44248512049730e+00 	 -5.87550850795272e-01   -8.09014780188643e-01 	-1.00204788858134e+00	 7.32127192426821e-03	1.29468999701282e-05		1.41568131025331e+00
2.07000000000000e+00    	-1.46372084695633e+00 	 -5.87403911461492e-01   -8.09014471450804e-01 	-1.00221913956079e+00	 6.41364753810275e-03	1.61953672191884e-05		1.41579812785545e+00
2.10000000000000e+00    	-1.48495730549639e+00 	 -5.87284513577600e-01   -8.09014096559202e-01 	-1.00216575822855e+00	 4.73430141673332e-03	1.90608126232946e-05		1.41575372891581e+00
2.13000000000000e+00    	-1.50619203310909e+00 	 -5.87207915013051e-01   -8.09013671237457e-01 	-1.00187271840315e+00	 2.40002338091019e-03	2.08632372686541e-05		1.41554042839759e+00
2.16000000000000e+00    	-1.52742248881047e+00 	 -5.87186026804618e-01   -8.09013221814371e-01 	-1.00135012485265e+00	 -3.90105885698354e-04	2.13282329587811e-05		1.41516862075864e+00
2.19000000000000e+00    	-1.54864633467599e+00 	 -5.87225818286799e-01   -8.09012774221102e-01 	-1.00063481407062e+00	 -3.36990491086769e-03	2.07849030654285e-05		1.41466652884037e+00
2.22000000000000e+00    	-1.56986173920012e+00 	 -5.87328128959253e-01   -8.09012341119552e-01 	-9.99788947226065e-01	 -6.23007748303079e-03	2.01302064790611e-05		1.41407805769910e+00
2.25000000000000e+00    	-1.59106766187663e+00 	 -5.87487055063829e-01   -8.09011912550012e-01 	-9.98895272251252e-01	 -8.64902897308452e-03	2.05345655568835e-05		1.41345908007616e+00
2.28000000000000e+00    	-1.61226406947381e+00 	 -5.87690031516020e-01   -8.09011454874844e-01 	-9.98049210977097e-01	 -1.03275964812776e-02	2.29752343895310e-05		1.41287256584200e+00
2.31000000000000e+00    	-1.63345203690948e+00 	 -5.87918663246040e-01   -8.09010919930326e-01 	-9.97348500009222e-01	 -1.10240764559679e-02	2.77763392579827e-05		1.41238293727441e+00
2.34000000000000e+00    	-1.65463370121160e+00 	 -5.88150279155360e-01   -8.09010262061295e-01 	-9.96881645002600e-01	 -1.05855947003772e-02	3.43623136452332e-05		1.41204995313162e+00
2.37000000000000e+00    	-1.67581206360091e+00 	 -5.88360094804229e-01   -8.09009456777133e-01 	-9.96716782505188e-01	 -8.97196089808463e-03	4.13705526213539e-05		1.41192239245696e+00
2.40000000000000e+00    	-1.69699066550062e+00 	 -5.88523787039771e-01   -8.09008512981843e-01 	-9.96892564037397e-01	 -6.26870960299478e-03	4.71318424400336e-05		1.41203189878081e+00
2.43000000000000e+00    	-1.71817318989912e+00 	 -5.88620216726463e-01   -8.09007472287981e-01 	-9.97412354750977e-01	 -2.68702525350044e-03	5.03632360498665e-05		1.41238756297663e+00
2.46000000000000e+00    	-1.73936305148935e+00 	 -5.88633995841629e-01   -8.09006393674853e-01 	-9.98242456592844e-01	 1.45040144439641e-03	5.07981199240862e-05		1.41297208337225e+00
2.49000000000000e+00    	-1.76056303351178e+00 	 -5.88557591247790e-01   -8.09005328035826e-01 	-9.99314395676232e-01	 5.73697023144419e-03	4.94640609658684e-05		1.41374049127833e+00
2.52000000000000e+00    	-1.78177500909560e+00 	 -5.88392693387422e-01   -8.09004292341160e-01 	-1.00053075367567e+00	 9.72100191403604e-03	4.84331487315177e-05		1.41462231329595e+00
2.55000000000000e+00    	-1.80299975896332e+00 	 -5.88150651145450e-01   -8.09003254707957e-01 	-1.00177371640464e+00	 1.29521533355922e-02	5.00786411774484e-05		1.41552758350485e+00
2.58000000000000e+00    	-1.82423687680549e+00 	 -5.87851874367057e-01   -8.09002138425535e-01 	-1.00291548548235e+00	 1.50307066357871e-02	5.60945122770651e-05		1.41635638040320e+00
2.61000000000000e+00    	-1.84548474691074e+00 	 -5.87524218341871e-01   -8.09000845772965e-01 	-1.00382985040910e+00	 1.56544728869258e-02	6.66734043674130e-05		1.41701073938734e+00
2.64000000000000e+00    	-1.86674058748175e+00 	 -5.87200474554533e-01   -8.08999293982123e-01 	-1.00440436994813e+00	 1.46580684275801e-02	8.02220523542663e-05		1.41740714114770e+00
2.67000000000000e+00    	-1.88800057139207e+00 	 -5.86915187109308e-01   -8.08997449469370e-01 	-1.00455259442218e+00	 1.20398864138317e-02	9.38101798992773e-05		1.41748752468075e+00
2.70000000000000e+00    	-1.90926005241170e+00 	 -5.86701087785764e-01   -8.08995345395584e-01 	-1.00422550074855e+00	 7.97312583531484e-03	1.04258147927445e-04		1.41722702414223e+00
2.73000000000000e+00    	-1.93051392696595e+00 	 -5.86585492290852e-01   -8.08993072770622e-01 	-1.00342087906891e+00	 2.79867138945794e-03	1.09481054958312e-04		1.41663732306440e+00
2.76000000000000e+00    	-1.95175714176304e+00 	 -5.86587024718881e-01   -8.08990745301668e-01 	-1.00218900541809e+00	 -3.00064562905376e-03	1.09544881966960e-04		1.41576545319314e+00
2.79000000000000e+00    	-1.97298531723664e+00 	 -5.86713033606064e-01   -8.08988449449222e-01 	-1.00063282575853e+00	 -8.84293904668167e-03	1.06939256252873e-04		1.41468875057112e+00
2.82000000000000e+00    	-1.99419540663385e+00 	 -5.86958026228238e-01   -8.08986199129252e-01 	-9.98901288655714e-01	 -1.41038678193162e-02	1.05840490543304e-04		1.41350723902204e+00
2.85000000000000e+00    	-2.01538626905710e+00 	 -5.87303373208012e-01   -8.08983915288814e-01 	-9.97175469811398e-01	 -1.81817013572791e-02	1.10544479543542e-04		1.41233477054058e+00
2.88000000000000e+00    	-2.03655902148381e+00 	 -5.87718422507307e-01   -8.08981442717199e-01 	-9.95648577416652e-01	 -2.05642427828007e-02	1.23636076250699e-04		1.41128983312391e+00
2.91000000000000e+00    	-2.05771706253953e+00 	 -5.88163016941184e-01   -8.08978601991350e-01 	-9.94502437522485e-01	 -2.08902996681614e-02	1.44656815102713e-04		1.41048627210051e+00
2.94000000000000e+00    	-2.07886572833316e+00 	 -5.88591246200292e-01   -8.08975258736943e-01 	-9.93884142735856e-01	 -1.89984906328451e-02	1.69920464622602e-04		1.41002363834834e+00
2.97000000000000e+00    	-2.10001163013019e+00 	 -5.88956102097088e-01   -8.08971382243239e-01 	-9.93886781337506e-01	 -1.49571101436573e-02	1.93709687739611e-04		1.40997683909514e+00
3.00000000000000e+00    	-2.12116180517558e+00 	 -5.89214566370174e-01   -8.08967066332738e-01 	-9.94537379010021e-01	 -9.07048785651938e-03	2.10509123364962e-04		1.41038537865087e+00
3.03000000000000e+00    	-2.14232285483904e+00 	 -5.89332566921590e-01   -8.08962498499780e-01 	-9.95793578881161e-01	 -1.85965249594948e-03	2.17427986906990e-04		1.41124354996694e+00
3.06000000000000e+00    	-2.16350023047815e+00 	 -5.89289212229121e-01   -8.08957884442671e-01 	-9.97548683110244e-01	 5.98205245845209e-03	2.15776347626359e-04		1.41249396695562e+00
3.09000000000000e+00    	-2.18469776166202e+00 	 -5.89079769193177e-01   -8.08953355625840e-01 	-9.99643141602415e-01	 1.36547615114255e-02	2.11009272818703e-04		1.41402719478431e+00
3.12000000000000e+00    	-2.20591743113314e+00 	 -5.88716986290052e-01   -8.08948898010048e-01 	-1.00187991502112e+00	 2.03329253894720e-02	2.10880415538526e-04		1.41568952685543e+00
3.15000000000000e+00    	-2.22715932516483e+00 	 -5.88230560898766e-01   -8.08944334810706e-01 	-1.00404148800151e+00	 2.52528332809246e-02	2.22408979462953e-04		1.41729921494466e+00
3.18000000000000e+00    	-2.24842165947352e+00 	 -5.87664769565879e-01   -8.08939376065060e-01 	-1.00590733848337e+00	 2.77975120896429e-02	2.48835520204440e-04		1.41866921345752e+00
3.21000000000000e+00    	-2.26970081039408e+00 	 -5.87074481771197e-01   -8.08933720572949e-01 	-1.00727175379092e+00	 2.75698757028611e-02	2.87858950824189e-04		1.41963254643379e+00
3.24000000000000e+00    	-2.29099135278465e+00 	 -5.86519933275452e-01   -8.08927172508346e-01 	-1.00796239228388e+00	 2.44461216162081e-02	3.32027721378369e-04		1.42006545883037e+00
3.27000000000000e+00    	-2.31228618511016e+00 	 -5.86060737991515e-01   -8.08919725489914e-01 	-1.00785957151929e+00	 1.86031496729533e-02	3.71340118018483e-04		1.41990391610640e+00
3.30000000000000e+00    	-2.33357686901823e+00 	 -5.85749678710033e-01   -8.08911575832273e-01 	-1.00691500248072e+00	 1.05159872217550e-02	3.97195348336819e-04		1.41915064949854e+00
3.33000000000000e+00    	-2.35485429679705e+00 	 -5.85626851494715e-01   -8.08903051949348e-01 	-1.00516707815090e+00	 9.23778583701026e-04	4.06186519199538e-04		1.41787230502354e+00
3.36000000000000e+00    	-2.37610971816699e+00 	 -5.85714749726249e-01   -8.08894480067318e-01 	-1.00274860853168e+00	 -9.23415686656444e-03	4.02125246201303e-04		1.41618861853567e+00
3.39000000000000e+00    	-2.39733602704181e+00 	 -5.86014849091429e-01   -8.08886035264639e-01 	-9.99882818891133e-01	 -1.89074636929860e-02	3.95240750412555e-04		1.41425715480327e+00
3.42000000000000e+00    	-2.41852907239798e+00 	 -5.86506172953805e-01   -8.08877639095804e-01 	-9.96864945129802e-01	 -2.70411605631170e-02	3.98562215640839e-04		1.41225744892533e+00
3.45000000000000e+00    	-2.43968867101802e+00 	 -5.87146163220746e-01   -8.08868953114783e-01 	-9.94029766818245e-01	 -3.26887698479353e-02	4.22695168035702e-04		1.41037722318042e+00
3.48000000000000e+00    	-2.46081901165096e+00 	 -5.87873958147456e-01   -8.08859482856468e-01 	-9.91709156909564e-01	 -3.51200895286723e-02	4.71043499713206e-04		1.40880115504948e+00
3.51000000000000e+00    	-2.48192826703162e+00 	 -5.88615908474290e-01   -8.08848760870912e-01 	-9.90186956683490e-01	 -3.39114120024719e-02	5.37589209674610e-04		1.40770042340417e+00
3.54000000000000e+00    	-2.50302744316834e+00 	 -5.89292880733639e-01   -8.08836538881981e-01 	-9.89659923978186e-01	 -2.90072731813123e-02	6.08485505744484e-04		1.40722015238574e+00
3.57000000000000e+00    	-2.52412872289700e+00 	 -5.89828636307744e-01   -8.08822906429512e-01 	-9.90212384671170e-01	 -2.07452930056628e-02	6.67200948436180e-04		1.40746274518907e+00
3.60000000000000e+00    	-2.54524371379011e+00 	 -5.90158371552551e-01   -8.08808275911722e-01 	-9.91808705687892e-01	 -9.83916727809029e-03	7.01364304570814e-04		1.40846789448780e+00
3.63000000000000e+00    	-2.56638202049339e+00 	 -5.90236398352593e-01   -8.08793226278786e-01 	-9.94302963241160e-01	 2.68072048502458e-03	7.08509468478730e-04		1.41019362888865e+00
3.66000000000000e+00    	-2.58755041603188e+00 	 -5.90041980015061e-01   -8.08778259345007e-01 	-9.97460976207168e-01	 1.55645370176402e-02	6.98117817842704e-04		1.41250527122458e+00
3.69000000000000e+00    	-2.60875264337591e+00 	 -5.89582541471064e-01   -8.08763566163839e-01 	-1.00098785083430e+00	 2.74685160060375e-02	6.88737556259977e-04		1.41517902445198e+00
3.72000000000000e+00    	-2.62998964446774e+00 	 -5.88893824584484e-01   -8.08748904335260e-01 	-1.00455504347900e+00	 3.70952205685781e-02	7.01002212567225e-04		1.41792361648018e+00
3.75000000000000e+00    	-2.65125989395252e+00 	 -5.88036979340252e-01   -8.08733646301477e-01 	-1.00782406090969e+00	 4.33331148257030e-02	7.49193966330600e-04		1.42041812783441e+00
3.78000000000000e+00    	-2.67255955891044e+00 	 -5.87092960569912e-01   -8.08716990079267e-01 	-1.01046761540752e+00	 4.53804750335637e-02	8.34784080891753e-04		1.42235891608486e+00
3.81000000000000e+00    	-2.69388238635011e+00 	 -5.86154854819615e-01   -8.08698256362726e-01 	-1.01219148158527e+00	 4.28409598860052e-02	9.44768701467151e-04		1.42350547446283e+00
3.84000000000000e+00    	-2.71521945153553e+00 	 -5.85318878282857e-01   -8.08677156948694e-01 	-1.01276029350832e+00	 3.57812671153016e-02	1.05583360013918e-03		1.42371514916714e+00
3.87000000000000e+00    	-2.73655908153952e+00 	 -5.84674814396130e-01   -8.08653924024995e-01 	-1.01202800483811e+00	 2.47444671562169e-02	1.14310362567981e-03		1.42295968949136e+00
3.90000000000000e+00    	-2.75788732149930e+00 	 -5.84296669497381e-01   -8.08629237054553e-01 	-1.00996964997176e+00	 1.07157454641357e-02	1.19030220199036e-03		1.42132154626751e+00
3.93000000000000e+00    	-2.77918920082630e+00 	 -5.84234356467973e-01   -8.08603958835826e-01 	-1.00670697615425e+00	 -4.95911740857007e-03	1.19729877966793e-03		1.41897320700832e+00
3.96000000000000e+00    	-2.80045079995186e+00 	 -5.84507250920057e-01   -8.08578770012719e-01 	-1.00251825916482e+00	 -2.06976861031815e-02	1.18167827233986e-03		1.41614711472094e+00
3.99000000000000e+00    	-2.82166178701739e+00 	 -5.85100438029635e-01   -8.08553842766221e-01 	-9.97823643597738e-01	 -3.48371388653116e-02	1.17306019323805e-03		1.41310545467676e+00
4.02000000000000e+00    	-2.84281780644501e+00 	 -5.85964314338397e-01   -8.08528695044746e-01 	-9.93142180832727e-01	 -4.58077866814894e-02	1.20178352243730e-03		1.41011743800064e+00
4.05000000000000e+00    	-2.86392198859783e+00 	 -5.87017906285110e-01   -8.08502307767356e-01 	-9.89024404844710e-01	 -5.23054241639346e-02	1.28615286801722e-03		1.40744690307116e+00
4.08000000000000e+00    	-2.88498499902846e+00 	 -5.88155855472430e-01   -8.08473484700607e-01 	-9.85972339972556e-01	 -5.34433223882335e-02	1.42354289753984e-03		1.40534681497957e+00
4.11000000000000e+00    	-2.90602344645856e+00 	 -5.89258572791650e-01   -8.08441326792713e-01 	-9.84364141534678e-01	 -4.88664000767292e-02	1.58958960661431e-03		1.40405242601225e+00
4.14000000000000e+00    	-2.92705699519297e+00 	 -5.90204639875741e-01   -8.08405627223091e-01 	-9.84400630497239e-01	 -3.88135172089960e-02	1.74664853038160e-03		1.40376427551872e+00
4.17000000000000e+00    	-2.94810497727165e+00 	 -5.90884167760614e-01   -8.08367005982756e-01 	-9.86085148044410e-01	 -2.41182616542488e-02	1.85877468205997e-03		1.40461705271661e+00
4.20000000000000e+00    	-2.96918347246834e+00 	 -5.91211544364792e-01   -8.08326698702925e-01 	-9.89238171450727e-01	 -6.14418442915112e-03	1.90732426727246e-03		1.40663909683449e+00
4.23000000000000e+00    	-2.99030361836997e+00 	 -5.91135899068786e-01   -8.08286060391023e-01 	-9.93537740806248e-01	 1.33422751743197e-02	1.90043126104564e-03		1.40971588284739e+00
